t,EnsembleEAnnealingUpdateAll,eAnnealing,Naive3,eGreedy0.1,EnsembleEAnnealing,EnsembleSoftmax,Softmax0.1,Random,EXP30.5,UCB1,EnsembleRandom,
219900,,0.0000006614,0.0000007557,0.0000007474,0.0000035663,0.0001498866,0.0000552348,0.0000002055,0.0000006078,0.0000000000,0.0000035757,
220000,,0.0000006578,0.0000007518,0.0000007491,0.0000035607,0.0001502905,0.0000551666,0.0000002049,0.0000006066,0.0000000000,0.0000035720,
220100,,0.0000006550,0.0000007450,0.0000007562,0.0000035558,0.0001506180,0.0000551145,0.0000002036,0.0000006096,0.0000000000,0.0000035838,
220200,,0.0000006449,0.0000007315,0.0000007519,0.0000035362,0.0001509243,0.0000550793,0.0000001997,0.0000006091,0.0000000000,0.0000035783,
220300,,0.0000006338,0.0000007324,0.0000007407,0.0000035199,0.0001512628,0.0000550184,0.0000001998,0.0000006084,0.0000000000,0.0000035630,
220400,,0.0000006292,0.0000007311,0.0000007400,0.0000035030,0.0001516070,0.0000549512,0.0000002010,0.0000006147,0.0000000000,0.0000035620,
220500,,0.0000006271,0.0000007331,0.0000007343,0.0000035068,0.0001519613,0.0000548514,0.0000002022,0.0000006122,0.0000000000,0.0000035631,
220600,,0.0000006299,0.0000007337,0.0000007275,0.0000034972,0.0001522460,0.0000548162,0.0000002015,0.0000006136,0.0000000000,0.0000035378,
220700,,0.0000006246,0.0000007375,0.0000007157,0.0000035215,0.0001525143,0.0000547621,0.0000002004,0.0000006130,0.0000000000,0.0000035198,
220800,,0.0000006278,0.0000007371,0.0000007073,0.0000035486,0.0001527603,0.0000547384,0.0000002001,0.0000006152,0.0000000000,0.0000034898,
220900,,0.0000006270,0.0000007349,0.0000007024,0.0000035658,0.0001530410,0.0000547615,0.0000001992,0.0000006197,0.0000000000,0.0000034589,
221000,,0.0000006280,0.0000007395,0.0000006948,0.0000035838,0.0001534860,0.0000547254,0.0000001998,0.0000006179,0.0000000000,0.0000034733,
221100,,0.0000006285,0.0000007427,0.0000006903,0.0000036053,0.0001536895,0.0000546818,0.0000002000,0.0000006162,0.0000000000,0.0000034776,
221200,,0.0000006281,0.0000007348,0.0000006908,0.0000036127,0.0001539187,0.0000546454,0.0000001979,0.0000006136,0.0000000000,0.0000034293,
221300,,0.0000006210,0.0000007266,0.0000006900,0.0000035598,0.0001541552,0.0000545898,0.0000001977,0.0000006165,0.0000000000,0.0000033766,
221400,,0.0000006184,0.0000007287,0.0000006879,0.0000035322,0.0001544486,0.0000545367,0.0000001982,0.0000006176,0.0000000000,0.0000033198,
221500,,0.0000006166,0.0000007278,0.0000006886,0.0000035079,0.0001547235,0.0000544970,0.0000001979,0.0000006165,0.0000000000,0.0000032741,
221600,,0.0000006128,0.0000007224,0.0000006884,0.0000034848,0.0001550162,0.0000544206,0.0000001977,0.0000006149,0.0000000000,0.0000032523,
221700,,0.0000006087,0.0000007094,0.0000006956,0.0000034674,0.0001554262,0.0000543333,0.0000001962,0.0000006139,0.0000000000,0.0000032299,
221800,,0.0000006078,0.0000007060,0.0000006987,0.0000034416,0.0001556192,0.0000542874,0.0000001960,0.0000006152,0.0000000000,0.0000032132,
221900,,0.0000006091,0.0000007061,0.0000006975,0.0000034435,0.0001559726,0.0000542401,0.0000001966,0.0000006129,0.0000000000,0.0000032036,
222000,,0.0000006128,0.0000006987,0.0000006935,0.0000034304,0.0001562672,0.0000541756,0.0000001951,0.0000006118,0.0000000000,0.0000032035,
222100,,0.0000006062,0.0000007086,0.0000006888,0.0000034083,0.0001566114,0.0000541356,0.0000001954,0.0000006141,0.0000000000,0.0000031663,
222200,,0.0000005993,0.0000007161,0.0000006869,0.0000033795,0.0001569383,0.0000541084,0.0000001953,0.0000006185,0.0000000000,0.0000031627,
222300,,0.0000005980,0.0000007183,0.0000006918,0.0000033847,0.0001571320,0.0000540292,0.0000001953,0.0000006199,0.0000000000,0.0000031613,
222400,,0.0000005927,0.0000007176,0.0000006861,0.0000033741,0.0001574401,0.0000539841,0.0000001936,0.0000006207,0.0000000000,0.0000031852,
222500,,0.0000005911,0.0000007129,0.0000006832,0.0000033894,0.0001577946,0.0000539579,0.0000001942,0.0000006243,0.0000000000,0.0000032034,
222600,,0.0000005919,0.0000007068,0.0000006837,0.0000033933,0.0001580892,0.0000538986,0.0000001957,0.0000006237,0.0000000000,0.0000032268,
222700,,0.0000005911,0.0000006985,0.0000006892,0.0000034113,0.0001583190,0.0000538533,0.0000001940,0.0000006224,0.0000000000,0.0000032536,
222800,,0.0000005879,0.0000006832,0.0000006848,0.0000034707,0.0001586476,0.0000538024,0.0000001946,0.0000006232,0.0000000000,0.0000032662,
222900,,0.0000005912,0.0000006779,0.0000006788,0.0000034953,0.0001589850,0.0000537245,0.0000001951,0.0000006280,0.0000000000,0.0000032501,
223000,,0.0000005878,0.0000006820,0.0000006739,0.0000034987,0.0001593545,0.0000536480,0.0000001944,0.0000006293,0.0000000000,0.0000032325,
223100,,0.0000005772,0.0000006843,0.0000006707,0.0000034871,0.0001595316,0.0000536123,0.0000001946,0.0000006249,0.0000000000,0.0000032166,
223200,,0.0000005674,0.0000006864,0.0000006682,0.0000034792,0.0001597421,0.0000535425,0.0000001948,0.0000006226,0.0000000000,0.0000032370,
223300,,0.0000005581,0.0000006876,0.0000006707,0.0000034552,0.0001599689,0.0000535092,0.0000001942,0.0000006222,0.0000000000,0.0000032277,
223400,,0.0000005534,0.0000006810,0.0000006726,0.0000034344,0.0001600682,0.0000534416,0.0000001938,0.0000006235,0.0000000000,0.0000032069,
223500,,0.0000005496,0.0000006763,0.0000006700,0.0000034113,0.0001601469,0.0000533621,0.0000001931,0.0000006243,0.0000000000,0.0000031746,
223600,,0.0000005460,0.0000006590,0.0000006662,0.0000034061,0.0001603375,0.0000532753,0.0000001914,0.0000006211,0.0000000000,0.0000031596,
223700,,0.0000005402,0.0000006400,0.0000006682,0.0000034165,0.0001605950,0.0000532318,0.0000001906,0.0000006196,0.0000000000,0.0000031672,
223800,,0.0000005391,0.0000006279,0.0000006615,0.0000034156,0.0001607767,0.0000531892,0.0000001906,0.0000006208,0.0000000000,0.0000031884,
223900,,0.0000005296,0.0000006195,0.0000006517,0.0000034224,0.0001609354,0.0000531357,0.0000001928,0.0000006202,0.0000000000,0.0000031781,
224000,,0.0000005136,0.0000006229,0.0000006472,0.0000033997,0.0001609773,0.0000530785,0.0000001913,0.0000006184,0.0000000000,0.0000031639,
224100,,0.0000005024,0.0000006174,0.0000006465,0.0000033917,0.0001611203,0.0000530241,0.0000001890,0.0000006215,0.0000000000,0.0000031512,
224200,,0.0000004968,0.0000006054,0.0000006491,0.0000033903,0.0001611598,0.0000529679,0.0000001885,0.0000006242,0.0000000000,0.0000031675,
224300,,0.0000004933,0.0000005912,0.0000006470,0.0000034046,0.0001610429,0.0000529600,0.0000001865,0.0000006241,0.0000000000,0.0000031797,
224400,,0.0000004886,0.0000005809,0.0000006389,0.0000034066,0.0001608686,0.0000529080,0.0000001866,0.0000006186,0.0000000000,0.0000031662,
224500,,0.0000004838,0.0000005618,0.0000006333,0.0000033864,0.0001606936,0.0000528354,0.0000001851,0.0000006173,0.0000000000,0.0000031372,
224600,,0.0000004803,0.0000005455,0.0000006239,0.0000033755,0.0001605963,0.0000528021,0.0000001859,0.0000006191,0.0000000000,0.0000031404,
224700,,0.0000004788,0.0000005331,0.0000006129,0.0000033584,0.0001605162,0.0000527786,0.0000001851,0.0000006225,0.0000000000,0.0000031505,
224800,,0.0000004754,0.0000005316,0.0000006015,0.0000033534,0.0001604493,0.0000527262,0.0000001854,0.0000006229,0.0000000000,0.0000031816,
224900,,0.0000004692,0.0000005350,0.0000005962,0.0000033341,0.0001602629,0.0000527096,0.0000001855,0.0000006243,0.0000000000,0.0000031538,
225000,,0.0000004658,0.0000005416,0.0000005920,0.0000033252,0.0001600947,0.0000526420,0.0000001849,0.0000006244,0.0000000000,0.0000031580,
225100,,0.0000004635,0.0000005416,0.0000005872,0.0000033387,0.0001598857,0.0000525956,0.0000001846,0.0000006236,0.0000000000,0.0000031737,
225200,,0.0000004668,0.0000005418,0.0000005797,0.0000033349,0.0001597332,0.0000525695,0.0000001836,0.0000006213,0.0000000000,0.0000032017,
225300,,0.0000004679,0.0000005444,0.0000005741,0.0000033577,0.0001594626,0.0000525602,0.0000001831,0.0000006174,0.0000000000,0.0000031989,
225400,,0.0000004676,0.0000005451,0.0000005701,0.0000033729,0.0001592368,0.0000525521,0.0000001826,0.0000006176,0.0000000000,0.0000032055,
225500,,0.0000004677,0.0000005448,0.0000005638,0.0000033873,0.0001591024,0.0000524831,0.0000001841,0.0000006194,0.0000000000,0.0000031891,
225600,,0.0000004684,0.0000005452,0.0000005607,0.0000034072,0.0001590630,0.0000524380,0.0000001835,0.0000006160,0.0000000000,0.0000031906,
225700,,0.0000004702,0.0000005455,0.0000005524,0.0000034048,0.0001589068,0.0000524153,0.0000001831,0.0000006165,0.0000000000,0.0000031964,
225800,,0.0000004692,0.0000005514,0.0000005514,0.0000034192,0.0001588716,0.0000523741,0.0000001807,0.0000006179,0.0000000000,0.0000031887,
225900,,0.0000004656,0.0000005581,0.0000005542,0.0000034118,0.0001587992,0.0000523574,0.0000001826,0.0000006169,0.0000000000,0.0000031795,
226000,,0.0000004663,0.0000005601,0.0000005564,0.0000034199,0.0001587304,0.0000522955,0.0000001821,0.0000006159,0.0000000000,0.0000031843,
226100,,0.0000004650,0.0000005576,0.0000005534,0.0000034129,0.0001586183,0.0000522336,0.0000001812,0.0000006150,0.0000000000,0.0000031791,
226200,,0.0000004667,0.0000005540,0.0000005518,0.0000034074,0.0001586297,0.0000521815,0.0000001809,0.0000006163,0.0000000000,0.0000031888,
226300,,0.0000004667,0.0000005491,0.0000005524,0.0000033967,0.0001585858,0.0000521387,0.0000001806,0.0000006173,0.0000000000,0.0000031888,
226400,,0.0000004673,0.0000005463,0.0000005555,0.0000033981,0.0001585516,0.0000521214,0.0000001806,0.0000006153,0.0000000000,0.0000031964,
226500,,0.0000004659,0.0000005440,0.0000005547,0.0000033804,0.0001584736,0.0000520826,0.0000001809,0.0000006154,0.0000000000,0.0000031877,
226600,,0.0000004673,0.0000005451,0.0000005518,0.0000033632,0.0001582458,0.0000520776,0.0000001806,0.0000006079,0.0000000000,0.0000031738,
226700,,0.0000004647,0.0000005513,0.0000005462,0.0000033602,0.0001580719,0.0000520293,0.0000001817,0.0000006051,0.0000000000,0.0000031802,
226800,,0.0000004612,0.0000005519,0.0000005503,0.0000033490,0.0001579882,0.0000519886,0.0000001809,0.0000006080,0.0000000000,0.0000031864,
226900,,0.0000004613,0.0000005489,0.0000005526,0.0000033512,0.0001577390,0.0000519502,0.0000001811,0.0000006080,0.0000000000,0.0000031780,
227000,,0.0000004632,0.0000005438,0.0000005553,0.0000033592,0.0001576047,0.0000519064,0.0000001812,0.0000006081,0.0000000000,0.0000031722,
227100,,0.0000004607,0.0000005436,0.0000005559,0.0000033590,0.0001573870,0.0000518625,0.0000001808,0.0000006097,0.0000000000,0.0000031630,
227200,,0.0000004610,0.0000005376,0.0000005548,0.0000033526,0.0001572798,0.0000518300,0.0000001805,0.0000006092,0.0000000000,0.0000031619,
227300,,0.0000004590,0.0000005302,0.0000005520,0.0000033563,0.0001571586,0.0000517946,0.0000001818,0.0000006058,0.0000000000,0.0000031682,
227400,,0.0000004577,0.0000005295,0.0000005517,0.0000033614,0.0001570518,0.0000517321,0.0000001820,0.0000006079,0.0000000000,0.0000031519,
227500,,0.0000004589,0.0000005328,0.0000005470,0.0000033495,0.0001568330,0.0000516831,0.0000001823,0.0000006057,0.0000000000,0.0000031478,
227600,,0.0000004551,0.0000005349,0.0000005486,0.0000033418,0.0001567183,0.0000516490,0.0000001824,0.0000006023,0.0000000000,0.0000031494,
227700,,0.0000004573,0.0000005332,0.0000005482,0.0000033343,0.0001565586,0.0000516144,0.0000001826,0.0000006009,0.0000000000,0.0000031464,
227800,,0.0000004523,0.0000005327,0.0000005446,0.0000033302,0.0001564922,0.0000515790,0.0000001840,0.0000005988,0.0000000000,0.0000031461,
227900,,0.0000004511,0.0000005337,0.0000005417,0.0000033324,0.0001562517,0.0000515462,0.0000001841,0.0000005975,0.0000000000,0.0000031410,
228000,,0.0000004491,0.0000005318,0.0000005428,0.0000033369,0.0001560774,0.0000514980,0.0000001834,0.0000006039,0.0000000000,0.0000031346,
228100,,0.0000004502,0.0000005316,0.0000005407,0.0000033381,0.0001558733,0.0000514724,0.0000001835,0.0000006037,0.0000000000,0.0000031370,
228200,,0.0000004538,0.0000005369,0.0000005379,0.0000033375,0.0001556716,0.0000514234,0.0000001824,0.0000006023,0.0000000000,0.0000031435,
228300,,0.0000004577,0.0000005414,0.0000005329,0.0000033290,0.0001555374,0.0000513772,0.0000001826,0.0000006036,0.0000000000,0.0000031375,
228400,,0.0000004583,0.0000005439,0.0000005362,0.0000033329,0.0001554148,0.0000513382,0.0000001815,0.0000006031,0.0000000000,0.0000031337,
228500,,0.0000004616,0.0000005442,0.0000005369,0.0000033392,0.0001551581,0.0000513105,0.0000001808,0.0000006022,0.0000000000,0.0000031198,
228600,,0.0000004629,0.0000005464,0.0000005343,0.0000033350,0.0001549902,0.0000512788,0.0000001821,0.0000006032,0.0000000000,0.0000031107,
228700,,0.0000004658,0.0000005451,0.0000005334,0.0000033240,0.0001550240,0.0000512512,0.0000001818,0.0000006001,0.0000000000,0.0000031102,
228800,,0.0000004654,0.0000005389,0.0000005315,0.0000033156,0.0001547709,0.0000512058,0.0000001820,0.0000005987,0.0000000000,0.0000031024,
228900,,0.0000004641,0.0000005401,0.0000005314,0.0000033060,0.0001547302,0.0000511964,0.0000001813,0.0000005986,0.0000000000,0.0000031027,
229000,,0.0000004628,0.0000005446,0.0000005271,0.0000033105,0.0001546155,0.0000511574,0.0000001806,0.0000005964,0.0000000000,0.0000031098,
229100,,0.0000004647,0.0000005473,0.0000005296,0.0000033121,0.0001545185,0.0000511144,0.0000001808,0.0000005990,0.0000000000,0.0000030995,
229200,,0.0000004655,0.0000005489,0.0000005339,0.0000033174,0.0001543360,0.0000510525,0.0000001803,0.0000005984,0.0000000000,0.0000030924,
229300,,0.0000004626,0.0000005467,0.0000005338,0.0000033282,0.0001540890,0.0000510018,0.0000001813,0.0000005970,0.0000000000,0.0000030826,
229400,,0.0000004629,0.0000005385,0.0000005376,0.0000033270,0.0001540407,0.0000509356,0.0000001797,0.0000005986,0.0000000000,0.0000030707,
229500,,0.0000004667,0.0000005273,0.0000005408,0.0000033244,0.0001539031,0.0000508642,0.0000001789,0.0000005982,0.0000000000,0.0000030674,
229600,,0.0000004652,0.0000005188,0.0000005380,0.0000033295,0.0001537231,0.0000508051,0.0000001768,0.0000006006,0.0000000000,0.0000030590,
229700,,0.0000004636,0.0000005156,0.0000005377,0.0000033152,0.0001535212,0.0000507709,0.0000001762,0.0000006028,0.0000000000,0.0000030593,
229800,,0.0000004611,0.0000005090,0.0000005386,0.0000033150,0.0001532895,0.0000507437,0.0000001749,0.0000006025,0.0000000000,0.0000030551,
229900,,0.0000004593,0.0000005057,0.0000005398,0.0000033153,0.0001531324,0.0000507223,0.0000001746,0.0000006006,0.0000000000,0.0000030521,
230000,,0.0000004591,0.0000005041,0.0000005383,0.0000033033,0.0001529423,0.0000506967,0.0000001743,0.0000006013,0.0000000000,0.0000030613,
230100,,0.0000004554,0.0000005041,0.0000005377,0.0000032944,0.0001527915,0.0000506576,0.0000001740,0.0000005986,0.0000000000,0.0000030592,
230200,,0.0000004556,0.0000005029,0.0000005357,0.0000032932,0.0001526158,0.0000506460,0.0000001738,0.0000005937,0.0000000000,0.0000030650,
230300,,0.0000004572,0.0000005002,0.0000005369,0.0000032862,0.0001524706,0.0000506194,0.0000001735,0.0000005934,0.0000000000,0.0000030632,
230400,,0.0000004584,0.0000004970,0.0000005323,0.0000032872,0.0001523097,0.0000505721,0.0000001725,0.0000005919,0.0000000000,0.0000030722,
230500,,0.0000004593,0.0000004934,0.0000005290,0.0000032869,0.0001521809,0.0000505445,0.0000001723,0.0000005920,0.0000000000,0.0000030695,
230600,,0.0000004574,0.0000004903,0.0000005281,0.0000032887,0.0001520280,0.0000505378,0.0000001720,0.0000005919,0.0000000000,0.0000030567,
230700,,0.0000004594,0.0000004909,0.0000005284,0.0000032914,0.0001519135,0.0000505057,0.0000001714,0.0000005925,0.0000000000,0.0000030498,
230800,,0.0000004599,0.0000004874,0.0000005271,0.0000032882,0.0001517801,0.0000504427,0.0000001707,0.0000005939,0.0000000000,0.0000030390,
230900,,0.0000004624,0.0000004834,0.0000005260,0.0000032798,0.0001517775,0.0000503953,0.0000001695,0.0000005896,0.0000000000,0.0000030325,
231000,,0.0000004620,0.0000004818,0.0000005257,0.0000032786,0.0001516347,0.0000503311,0.0000001692,0.0000005897,0.0000000000,0.0000030403,
231100,,0.0000004620,0.0000004825,0.0000005236,0.0000032703,0.0001515264,0.0000503016,0.0000001673,0.0000005865,0.0000000000,0.0000030395,
231200,,0.0000004618,0.0000004849,0.0000005233,0.0000032667,0.0001513586,0.0000502802,0.0000001671,0.0000005850,0.0000000000,0.0000030292,
231300,,0.0000004652,0.0000004839,0.0000005234,0.0000032595,0.0001512514,0.0000502644,0.0000001661,0.0000005813,0.0000000000,0.0000030260,
231400,,0.0000004647,0.0000004842,0.0000005233,0.0000032615,0.0001511246,0.0000502201,0.0000001658,0.0000005821,0.0000000000,0.0000030161,
231500,,0.0000004679,0.0000004854,0.0000005233,0.0000032733,0.0001510585,0.0000501823,0.0000001656,0.0000005805,0.0000000000,0.0000030144,
231600,,0.0000004665,0.0000004832,0.0000005245,0.0000032756,0.0001509500,0.0000501469,0.0000001660,0.0000005800,0.0000000000,0.0000030207,
231700,,0.0000004656,0.0000004826,0.0000005228,0.0000032783,0.0001508410,0.0000501286,0.0000001661,0.0000005805,0.0000000000,0.0000030240,
231800,,0.0000004624,0.0000004838,0.0000005243,0.0000032782,0.0001507812,0.0000500771,0.0000001654,0.0000005825,0.0000000000,0.0000030257,
231900,,0.0000004649,0.0000004859,0.0000005230,0.0000032811,0.0001507381,0.0000500104,0.0000001651,0.0000005806,0.0000000000,0.0000030144,
232000,,0.0000004669,0.0000004875,0.0000005226,0.0000032898,0.0001506468,0.0000499540,0.0000001646,0.0000005799,0.0000000000,0.0000030094,
232100,,0.0000004685,0.0000004887,0.0000005239,0.0000032966,0.0001504970,0.0000499427,0.0000001649,0.0000005790,0.0000000000,0.0000030040,
232200,,0.0000004679,0.0000004865,0.0000005253,0.0000032861,0.0001504022,0.0000499063,0.0000001642,0.0000005787,0.0000000000,0.0000029890,
232300,,0.0000004698,0.0000004875,0.0000005228,0.0000032838,0.0001502560,0.0000498582,0.0000001637,0.0000005778,0.0000000000,0.0000029799,
232400,,0.0000004683,0.0000004858,0.0000005242,0.0000032842,0.0001502015,0.0000498094,0.0000001632,0.0000005729,0.0000000000,0.0000029883,
232500,,0.0000004722,0.0000004861,0.0000005260,0.0000032733,0.0001501196,0.0000497846,0.0000001633,0.0000005732,0.0000000000,0.0000029767,
232600,,0.0000004748,0.0000004848,0.0000005268,0.0000032710,0.0001500630,0.0000497211,0.0000001647,0.0000005697,0.0000000000,0.0000029746,
232700,,0.0000004725,0.0000004860,0.0000005280,0.0000032664,0.0001499149,0.0000496975,0.0000001638,0.0000005687,0.0000000000,0.0000029600,
232800,,0.0000004727,0.0000004901,0.0000005254,0.0000032718,0.0001498533,0.0000496697,0.0000001640,0.0000005720,0.0000000000,0.0000029647,
232900,,0.0000004774,0.0000004932,0.0000005255,0.0000032643,0.0001497816,0.0000496304,0.0000001638,0.0000005717,0.0000000000,0.0000029645,
233000,,0.0000004789,0.0000004937,0.0000005271,0.0000032657,0.0001496500,0.0000496202,0.0000001645,0.0000005698,0.0000000000,0.0000029598,
233100,,0.0000004785,0.0000004962,0.0000005292,0.0000032585,0.0001495921,0.0000495481,0.0000001640,0.0000005712,0.0000000000,0.0000029548,
233200,,0.0000004792,0.0000004942,0.0000005307,0.0000032484,0.0001494838,0.0000495148,0.0000001633,0.0000005686,0.0000000000,0.0000029416,
233300,,0.0000004808,0.0000004926,0.0000005252,0.0000032388,0.0001494523,0.0000494579,0.0000001642,0.0000005693,0.0000000000,0.0000029344,
233400,,0.0000004810,0.0000004947,0.0000005203,0.0000032382,0.0001493456,0.0000494409,0.0000001646,0.0000005707,0.0000000000,0.0000029371,
233500,,0.0000004823,0.0000004958,0.0000005210,0.0000032276,0.0001492628,0.0000493831,0.0000001644,0.0000005670,0.0000000000,0.0000029253,
233600,,0.0000004843,0.0000005020,0.0000005198,0.0000032130,0.0001492522,0.0000493724,0.0000001651,0.0000005669,0.0000000000,0.0000029198,
233700,,0.0000004865,0.0000005036,0.0000005174,0.0000031990,0.0001491998,0.0000493172,0.0000001641,0.0000005669,0.0000000000,0.0000029131,
